Crop_ID,Scientific_Name,Common_Name,Local_Name,Crop_Category,Indian_State,Agro_Climate_Zone,Optimal_Temperature_Min,Optimal_Temperature_Max,Optimal_Soil_Moisture_Min,Optimal_Soil_Moisture_Max,Temperature_C,Humidity_Percent,Soil_Moisture_Percent,Light_Intensity_Lux,Rainfall_mm,Weather_API_Temperature,Weather_API_Humidity,Weather_API_Rainfall,Stress_Level,Stress_Type
C0362,Camellia sinensis,Tea,Cha,Cash Crop,Assam,Indian Agro-climate Zone,18,30,70,90,25.82,39.39,80.0,762.43,167.49,24.64,38.17,166.95,0,Normal
C0363,Coffea arabica,Coffee,Coffee,Cash Crop,Karnataka,Indian Agro-climate Zone,18,28,60,85,34.07,88.56,6.1,391.1,142.95,35.8,86.29,142.82,2,Water Stress
C0364,Corchorus capsularis,Jute,Pat,Cash Crop,West Bengal,Indian Agro-climate Zone,24,35,60,85,27.29,72.81,44.67,231.84,138.09,27.25,69.17,147.75,1,Moderate Drought
C0365,Hevea brasiliensis,Rubber,Rubber,Cash Crop,Kerala,Indian Agro-climate Zone,25,35,70,90,38.98,90.33,78.22,990.37,208.88,40.1,93.7,213.6,1,Heat Stress
C0366,Withania somnifera,Ashwagandha,Ashwagandha,Medicinal Crop,Rajasthan,Indian Agro-climate Zone,20,35,30,60,15.77,48.45,7.35,769.78,191.18,16.88,50.19,181.96,1,Moderate Drought
C0367,Ocimum tenuiflorum,Tulsi,Tulsi,Medicinal Crop,Uttar Pradesh,Indian Agro-climate Zone,20,35,40,70,26.31,79.71,62.9,687.43,32.38,27.47,78.17,37.19,1,Heat Stress
C0368,Aloe barbadensis,Aloe Vera,Gwarpatha,Medicinal Crop,Rajasthan,Indian Agro-climate Zone,20,35,30,60,44.33,46.99,6.79,1108.78,54.42,44.13,47.19,53.15,2,Drought Stress
C0369,Glycine max,Soybean,Soybean,Food Crop,Madhya Pradesh,Indian Agro-climate Zone,20,30,50,80,34.06,37.33,77.92,218.23,49.86,34.72,33.76,42.3,1,Moderate Drought
C0370,Arachis hypogaea,Groundnut,Moongfali,Food Crop,Gujarat,Indian Agro-climate Zone,25,35,40,70,26.81,94.85,16.06,650.31,87.24,28.48,93.38,79.46,1,Light Stress
C0371,Brassica juncea,Mustard,Sarson,Cash Crop,Rajasthan,Indian Agro-climate Zone,10,25,35,60,11.12,94.09,38.6,496.98,128.57,12.05,94.33,123.76,1,Heat Stress
C0372,Cucumis sativus,Cucumber,Kheera,Horticulture Crop,Karnataka,Indian Agro-climate Zone,20,30,60,80,40.48,85.1,20.7,901.03,41.73,41.83,82.25,49.35,2,Water Stress
C0373,Capsicum annuum,Chilli,Mirch,Horticulture Crop,Andhra Pradesh,Indian Agro-climate Zone,20,32,50,75,31.36,76.19,50.7,604.91,91.37,30.25,75.43,81.41,0,Normal
C0374,Abelmoschus esculentus,Okra,Bhindi,Horticulture Crop,Gujarat,Indian Agro-climate Zone,22,35,50,75,26.62,88.58,50.72,1061.94,249.73,25.3,93.48,257.13,1,Moderate Drought
C0375,Oryza sativa,Rice,Dhan,Food Crop,West Bengal,Indian Agro-climate Zone,24,35,60,90,34.83,41.66,81.39,951.59,217.14,35.74,39.97,214.99,0,Normal
C0376,Triticum aestivum,Wheat,Gehu,Food Crop,Punjab,Indian Agro-climate Zone,15,30,40,70,11.21,58.71,33.04,646.07,242.06,9.7,61.41,239.73,1,Light Stress
C0377,Zea mays,Maize,Makka,Food Crop,Karnataka,Indian Agro-climate Zone,18,32,50,80,26.56,59.33,65.07,904.13,90.92,25.11,54.42,82.4,0,Normal
C0378,Pennisetum glaucum,Pearl Millet,Bajra,Food Crop,Rajasthan,Indian Agro-climate Zone,25,35,30,60,43.01,61.09,14.55,1176.06,157.94,43.99,59.2,165.88,2,Heat Stress
C0379,Cicer arietinum,Chickpea,Chana,Food Crop,Madhya Pradesh,Indian Agro-climate Zone,18,30,35,60,39.72,63.63,13.21,583.43,125.99,40.7,65.37,125.08,2,Drought Stress
C0380,Solanum lycopersicum,Tomato,Tamatar,Horticulture Crop,Maharashtra,Indian Agro-climate Zone,20,30,50,80,28.94,69.83,62.12,671.44,162.06,27.96,71.11,153.21,1,Moderate Drought
C0381,Solanum tuberosum,Potato,Aloo,Food Crop,West Bengal,Indian Agro-climate Zone,15,25,60,80,18.91,87.94,64.82,939.62,59.01,18.45,88.26,63.35,0,Normal
C0382,Allium cepa,Onion,Pyaz,Horticulture Crop,Maharashtra,Indian Agro-climate Zone,13,25,45,70,12.59,59.25,46.95,706.48,160.12,12.94,56.49,162.06,1,Heat Stress
C0383,Mangifera indica,Mango,Aam,Horticulture Crop,Uttar Pradesh,Indian Agro-climate Zone,24,35,40,70,46.8,48.79,17.6,486.1,227.52,45.67,45.56,217.71,2,Water Stress
C0384,Musa acuminata,Banana,Kela,Horticulture Crop,Kerala,Indian Agro-climate Zone,25,35,70,90,46.21,42.29,30.76,1100.0,114.02,45.8,40.01,111.03,2,Water Stress
C0385,Gossypium hirsutum,Cotton,Kapas,Cash Crop,Maharashtra,Indian Agro-climate Zone,21,35,40,70,22.94,76.11,62.98,970.0,181.59,24.85,79.28,185.13,1,Moderate Drought
C0386,Saccharum officinarum,Sugarcane,Ganna,Cash Crop,Uttar Pradesh,Indian Agro-climate Zone,20,35,65,85,45.69,73.17,6.16,908.85,222.75,47.66,73.4,224.75,2,Heat Stress
C0387,Camellia sinensis,Tea,Cha,Cash Crop,Assam,Indian Agro-climate Zone,18,30,70,90,35.39,74.54,40.74,379.37,160.56,34.18,74.75,164.01,2,Heat Stress
C0388,Coffea arabica,Coffee,Coffee,Cash Crop,Karnataka,Indian Agro-climate Zone,18,28,60,85,31.86,59.92,74.24,943.97,229.16,30.57,56.75,236.97,1,Light Stress
C0389,Corchorus capsularis,Jute,Pat,Cash Crop,West Bengal,Indian Agro-climate Zone,24,35,60,85,41.89,52.61,10.75,510.95,210.9,40.02,54.69,216.07,2,Drought Stress
C0390,Hevea brasiliensis,Rubber,Rubber,Cash Crop,Kerala,Indian Agro-climate Zone,25,35,70,90,25.08,52.4,79.72,774.06,103.81,24.98,48.46,106.71,0,Normal
C0391,Withania somnifera,Ashwagandha,Ashwagandha,Medicinal Crop,Rajasthan,Indian Agro-climate Zone,20,35,30,60,19.49,63.95,14.21,258.19,143.26,19.0,65.75,149.22,1,Heat Stress
C0392,Ocimum tenuiflorum,Tulsi,Tulsi,Medicinal Crop,Uttar Pradesh,Indian Agro-climate Zone,20,35,40,70,21.06,72.35,65.87,426.29,152.2,22.07,74.81,150.9,0,Normal
C0393,Aloe barbadensis,Aloe Vera,Gwarpatha,Medicinal Crop,Rajasthan,Indian Agro-climate Zone,20,35,30,60,34.15,75.47,46.67,204.2,242.94,32.63,79.47,248.44,0,Normal
C0394,Glycine max,Soybean,Soybean,Food Crop,Madhya Pradesh,Indian Agro-climate Zone,20,30,50,80,40.03,69.02,23.89,416.23,96.22,38.22,70.82,100.51,2,Heat Stress
C0395,Arachis hypogaea,Groundnut,Moongfali,Food Crop,Gujarat,Indian Agro-climate Zone,25,35,40,70,33.06,93.32,37.19,873.95,230.07,32.11,94.01,222.32,1,Moderate Drought
C0396,Brassica juncea,Mustard,Sarson,Cash Crop,Rajasthan,Indian Agro-climate Zone,10,25,35,60,19.14,86.35,59.95,766.62,222.93,19.44,82.68,219.1,0,Normal
C0397,Cucumis sativus,Cucumber,Kheera,Horticulture Crop,Karnataka,Indian Agro-climate Zone,20,30,60,80,35.31,45.32,42.26,1096.44,205.2,34.38,40.7,203.85,2,Drought Stress
C0398,Capsicum annuum,Chilli,Mirch,Horticulture Crop,Andhra Pradesh,Indian Agro-climate Zone,20,32,50,75,34.85,90.54,48.53,696.67,28.3,36.71,93.22,19.47,1,Light Stress
C0399,Abelmoschus esculentus,Okra,Bhindi,Horticulture Crop,Gujarat,Indian Agro-climate Zone,22,35,50,75,25.11,90.12,53.01,1065.55,23.88,24.26,91.69,23.35,0,Normal
C0400,Oryza sativa,Rice,Dhan,Food Crop,West Bengal,Indian Agro-climate Zone,24,35,60,90,45.44,61.01,12.55,280.83,170.04,45.12,61.74,178.33,2,Drought Stress
C0401,Triticum aestivum,Wheat,Gehu,Food Crop,Punjab,Indian Agro-climate Zone,15,30,40,70,24.75,81.8,57.79,1125.42,19.51,26.05,81.59,27.57,0,Normal
C0402,Zea mays,Maize,Makka,Food Crop,Karnataka,Indian Agro-climate Zone,18,32,50,80,36.41,42.25,78.69,401.15,141.35,35.96,42.24,143.33,1,Moderate Drought
C0403,Pennisetum glaucum,Pearl Millet,Bajra,Food Crop,Rajasthan,Indian Agro-climate Zone,25,35,30,60,28.61,42.16,36.21,970.78,127.44,28.89,41.9,120.96,0,Normal
C0404,Cicer arietinum,Chickpea,Chana,Food Crop,Madhya Pradesh,Indian Agro-climate Zone,18,30,35,60,25.17,49.01,56.52,264.83,240.37,25.21,46.56,234.33,1,Heat Stress
C0405,Solanum lycopersicum,Tomato,Tamatar,Horticulture Crop,Maharashtra,Indian Agro-climate Zone,20,30,50,80,40.01,48.75,13.12,581.56,19.14,40.44,44.37,21.23,2,Drought Stress
C0406,Solanum tuberosum,Potato,Aloo,Food Crop,West Bengal,Indian Agro-climate Zone,15,25,60,80,15.75,43.44,69.34,783.71,97.81,14.97,47.96,93.45,0,Normal
C0407,Allium cepa,Onion,Pyaz,Horticulture Crop,Maharashtra,Indian Agro-climate Zone,13,25,45,70,34.47,47.23,20.99,1071.25,34.36,36.03,51.93,33.61,2,Water Stress
C0408,Mangifera indica,Mango,Aam,Horticulture Crop,Uttar Pradesh,Indian Agro-climate Zone,24,35,40,70,34.56,45.62,59.78,689.33,64.64,33.18,45.36,67.65,0,Normal
C0409,Musa acuminata,Banana,Kela,Horticulture Crop,Kerala,Indian Agro-climate Zone,25,35,70,90,34.47,87.79,82.84,1099.3,120.93,35.69,86.84,129.49,0,Normal
C0410,Gossypium hirsutum,Cotton,Kapas,Cash Crop,Maharashtra,Indian Agro-climate Zone,21,35,40,70,22.62,72.62,45.17,385.68,73.81,20.67,67.97,75.19,0,Normal
C0411,Saccharum officinarum,Sugarcane,Ganna,Cash Crop,Uttar Pradesh,Indian Agro-climate Zone,20,35,65,85,25.27,45.55,78.81,670.0,97.69,26.49,45.72,103.58,0,Normal
C0412,Camellia sinensis,Tea,Cha,Cash Crop,Assam,Indian Agro-climate Zone,18,30,70,90,20.26,73.42,74.28,699.95,114.54,21.41,72.37,110.28,0,Normal
C0413,Coffea arabica,Coffee,Coffee,Cash Crop,Karnataka,Indian Agro-climate Zone,18,28,60,85,26.97,37.99,39.36,853.27,2.11,26.64,39.05,-0.74,1,Moderate Drought
C0414,Corchorus capsularis,Jute,Pat,Cash Crop,West Bengal,Indian Agro-climate Zone,24,35,60,85,22.78,40.34,61.66,860.0,89.89,24.57,39.06,81.99,1,Heat Stress
C0415,Hevea brasiliensis,Rubber,Rubber,Cash Crop,Kerala,Indian Agro-climate Zone,25,35,70,90,32.22,79.66,89.75,1021.46,139.64,31.67,78.46,140.64,0,Normal
C0416,Withania somnifera,Ashwagandha,Ashwagandha,Medicinal Crop,Rajasthan,Indian Agro-climate Zone,20,35,30,60,41.63,52.33,10.8,644.4,89.74,42.61,53.55,87.72,2,Heat Stress
C0417,Ocimum tenuiflorum,Tulsi,Tulsi,Medicinal Crop,Uttar Pradesh,Indian Agro-climate Zone,20,35,40,70,43.43,67.7,23.55,425.32,95.07,42.15,70.32,104.68,2,Heat Stress
C0418,Aloe barbadensis,Aloe Vera,Gwarpatha,Medicinal Crop,Rajasthan,Indian Agro-climate Zone,20,35,30,60,25.32,81.19,49.83,550.72,88.95,25.72,81.73,96.32,1,Moderate Drought
C0419,Glycine max,Soybean,Soybean,Food Crop,Madhya Pradesh,Indian Agro-climate Zone,20,30,50,80,24.43,56.1,58.74,849.91,205.08,22.88,59.23,208.64,1,Moderate Drought
C0420,Arachis hypogaea,Groundnut,Moongfali,Food Crop,Gujarat,Indian Agro-climate Zone,25,35,40,70,46.27,65.89,6.75,207.69,228.33,47.43,66.73,219.34,2,Water Stress
C0421,Brassica juncea,Mustard,Sarson,Cash Crop,Rajasthan,Indian Agro-climate Zone,10,25,35,60,22.88,79.99,40.42,482.65,220.11,21.25,77.24,224.85,0,Normal
C0422,Cucumis sativus,Cucumber,Kheera,Horticulture Crop,Karnataka,Indian Agro-climate Zone,20,30,60,80,35.97,42.48,32.86,580.5,249.05,34.3,40.06,242.63,2,Heat Stress
C0423,Capsicum annuum,Chilli,Mirch,Horticulture Crop,Andhra Pradesh,Indian Agro-climate Zone,20,32,50,75,39.09,63.78,16.11,640.69,40.3,38.71,62.8,39.35,2,Water Stress
C0424,Abelmoschus esculentus,Okra,Bhindi,Horticulture Crop,Gujarat,Indian Agro-climate Zone,22,35,50,75,35.88,81.59,42.72,734.44,126.69,33.89,84.21,121.01,1,Heat Stress
C0425,Oryza sativa,Rice,Dhan,Food Crop,West Bengal,Indian Agro-climate Zone,24,35,60,90,27.39,58.07,78.83,619.75,44.87,26.35,57.18,50.15,1,Light Stress
C0426,Triticum aestivum,Wheat,Gehu,Food Crop,Punjab,Indian Agro-climate Zone,15,30,40,70,25.85,34.33,59.82,422.87,204.47,25.09,35.72,209.82,0,Normal
C0427,Zea mays,Maize,Makka,Food Crop,Karnataka,Indian Agro-climate Zone,18,32,50,80,25.14,59.6,58.2,1033.48,152.84,24.16,56.95,145.81,0,Normal
C0428,Pennisetum glaucum,Pearl Millet,Bajra,Food Crop,Rajasthan,Indian Agro-climate Zone,25,35,30,60,26.58,47.62,19.9,609.04,184.28,25.21,44.74,182.19,1,Moderate Drought
C0429,Cicer arietinum,Chickpea,Chana,Food Crop,Madhya Pradesh,Indian Agro-climate Zone,18,30,35,60,37.42,69.75,18.19,406.73,152.34,36.78,70.34,154.47,2,Water Stress
C0430,Solanum lycopersicum,Tomato,Tamatar,Horticulture Crop,Maharashtra,Indian Agro-climate Zone,20,30,50,80,29.6,58.93,73.66,266.66,27.24,28.46,62.58,36.61,0,Normal
C0431,Solanum tuberosum,Potato,Aloo,Food Crop,West Bengal,Indian Agro-climate Zone,15,25,60,80,31.15,80.4,43.27,426.7,48.85,29.62,78.01,41.27,2,Drought Stress
C0432,Allium cepa,Onion,Pyaz,Horticulture Crop,Maharashtra,Indian Agro-climate Zone,13,25,45,70,14.29,77.44,28.62,377.59,140.23,14.16,72.7,130.61,1,Heat Stress
C0433,Mangifera indica,Mango,Aam,Horticulture Crop,Uttar Pradesh,Indian Agro-climate Zone,24,35,40,70,30.94,55.1,32.09,309.32,54.79,29.69,51.27,55.21,1,Heat Stress
C0434,Musa acuminata,Banana,Kela,Horticulture Crop,Kerala,Indian Agro-climate Zone,25,35,70,90,41.42,90.01,30.77,242.1,66.09,40.83,86.17,69.69,2,Drought Stress
C0435,Gossypium hirsutum,Cotton,Kapas,Cash Crop,Maharashtra,Indian Agro-climate Zone,21,35,40,70,34.65,62.14,69.69,408.01,124.46,33.77,60.59,118.2,0,Normal
C0436,Saccharum officinarum,Sugarcane,Ganna,Cash Crop,Uttar Pradesh,Indian Agro-climate Zone,20,35,65,85,44.91,68.45,23.9,347.4,210.13,44.85,69.8,213.64,2,Heat Stress
C0437,Camellia sinensis,Tea,Cha,Cash Crop,Assam,Indian Agro-climate Zone,18,30,70,90,37.01,82.64,24.81,814.14,211.12,36.85,86.26,209.4,2,Heat Stress
C0438,Coffea arabica,Coffee,Coffee,Cash Crop,Karnataka,Indian Agro-climate Zone,18,28,60,85,37.1,67.32,41.86,442.12,90.22,36.17,68.58,94.26,2,Heat Stress
C0439,Corchorus capsularis,Jute,Pat,Cash Crop,West Bengal,Indian Agro-climate Zone,24,35,60,85,23.3,78.44,56.95,387.41,94.01,23.44,79.92,99.67,1,Light Stress
C0440,Hevea brasiliensis,Rubber,Rubber,Cash Crop,Kerala,Indian Agro-climate Zone,25,35,70,90,45.99,91.18,18.49,206.32,139.05,46.01,93.6,142.97,2,Water Stress
C0441,Withania somnifera,Ashwagandha,Ashwagandha,Medicinal Crop,Rajasthan,Indian Agro-climate Zone,20,35,30,60,22.49,88.51,39.29,407.85,179.46,20.7,89.8,181.97,1,Heat Stress
C0442,Ocimum tenuiflorum,Tulsi,Tulsi,Medicinal Crop,Uttar Pradesh,Indian Agro-climate Zone,20,35,40,70,29.78,52.93,42.9,915.62,165.08,31.66,51.62,155.63,0,Normal
C0443,Aloe barbadensis,Aloe Vera,Gwarpatha,Medicinal Crop,Rajasthan,Indian Agro-climate Zone,20,35,30,60,29.68,62.48,30.39,1097.52,41.57,30.56,62.39,43.15,0,Normal
C0444,Glycine max,Soybean,Soybean,Food Crop,Madhya Pradesh,Indian Agro-climate Zone,20,30,50,80,39.27,49.82,32.49,479.46,15.61,39.47,52.36,22.95,2,Water Stress
C0445,Arachis hypogaea,Groundnut,Moongfali,Food Crop,Gujarat,Indian Agro-climate Zone,25,35,40,70,34.63,65.16,49.62,829.22,181.8,34.23,66.15,172.78,0,Normal
C0446,Brassica juncea,Mustard,Sarson,Cash Crop,Rajasthan,Indian Agro-climate Zone,10,25,35,60,16.04,74.24,39.23,802.06,174.45,14.87,79.15,168.69,0,Normal
C0447,Cucumis sativus,Cucumber,Kheera,Horticulture Crop,Karnataka,Indian Agro-climate Zone,20,30,60,80,21.05,78.32,56.2,1012.32,42.66,22.56,76.45,47.01,1,Heat Stress
C0448,Capsicum annuum,Chilli,Mirch,Horticulture Crop,Andhra Pradesh,Indian Agro-climate Zone,20,32,50,75,41.77,94.39,27.0,948.1,49.53,41.1,90.09,39.97,2,Water Stress
C0449,Abelmoschus esculentus,Okra,Bhindi,Horticulture Crop,Gujarat,Indian Agro-climate Zone,22,35,50,75,23.54,34.45,63.1,1126.59,188.47,24.43,33.51,189.6,0,Normal
C0450,Oryza sativa,Rice,Dhan,Food Crop,West Bengal,Indian Agro-climate Zone,24,35,60,90,25.43,68.6,78.06,266.03,190.72,27.22,65.15,183.08,0,Normal
C0451,Triticum aestivum,Wheat,Gehu,Food Crop,Punjab,Indian Agro-climate Zone,15,30,40,70,34.01,77.26,66.59,1047.13,91.51,35.65,74.88,93.69,1,Light Stress
C0452,Zea mays,Maize,Makka,Food Crop,Karnataka,Indian Agro-climate Zone,18,32,50,80,37.61,81.85,7.65,691.14,56.88,39.54,77.79,56.77,2,Water Stress
C0453,Pennisetum glaucum,Pearl Millet,Bajra,Food Crop,Rajasthan,Indian Agro-climate Zone,25,35,30,60,40.86,67.18,7.77,598.82,238.62,41.73,68.39,239.29,2,Heat Stress
C0454,Cicer arietinum,Chickpea,Chana,Food Crop,Madhya Pradesh,Indian Agro-climate Zone,18,30,35,60,26.54,53.68,40.57,853.84,25.82,27.03,52.78,23.54,0,Normal
C0455,Solanum lycopersicum,Tomato,Tamatar,Horticulture Crop,Maharashtra,Indian Agro-climate Zone,20,30,50,80,39.63,60.37,31.37,551.9,81.9,39.09,62.36,84.8,2,Drought Stress
C0456,Solanum tuberosum,Potato,Aloo,Food Crop,West Bengal,Indian Agro-climate Zone,15,25,60,80,21.11,94.0,62.63,732.72,70.17,22.73,93.54,64.22,0,Normal
C0457,Allium cepa,Onion,Pyaz,Horticulture Crop,Maharashtra,Indian Agro-climate Zone,13,25,45,70,17.69,61.83,45.51,945.74,147.74,16.85,64.47,142.72,0,Normal
C0458,Mangifera indica,Mango,Aam,Horticulture Crop,Uttar Pradesh,Indian Agro-climate Zone,24,35,40,70,30.95,59.54,50.27,251.71,230.31,31.27,63.28,237.78,0,Normal
C0459,Musa acuminata,Banana,Kela,Horticulture Crop,Kerala,Indian Agro-climate Zone,25,35,70,90,32.11,56.59,54.75,312.13,215.77,31.55,60.03,224.44,1,Moderate Drought
C0460,Gossypium hirsutum,Cotton,Kapas,Cash Crop,Maharashtra,Indian Agro-climate Zone,21,35,40,70,41.37,55.92,10.81,413.29,180.24,42.61,51.49,183.45,2,Drought Stress
C0461,Saccharum officinarum,Sugarcane,Ganna,Cash Crop,Uttar Pradesh,Indian Agro-climate Zone,20,35,65,85,42.77,84.8,25.09,232.82,29.69,43.37,79.95,25.3,2,Water Stress
C0462,Camellia sinensis,Tea,Cha,Cash Crop,Assam,Indian Agro-climate Zone,18,30,70,90,39.36,93.97,51.17,230.65,54.7,41.09,90.78,50.92,2,Drought Stress
C0463,Coffea arabica,Coffee,Coffee,Cash Crop,Karnataka,Indian Agro-climate Zone,18,28,60,85,24.41,49.87,76.55,662.06,136.34,23.89,54.03,129.58,0,Normal
C0464,Corchorus capsularis,Jute,Pat,Cash Crop,West Bengal,Indian Agro-climate Zone,24,35,60,85,45.35,42.58,15.74,666.7,59.22,44.8,41.51,68.42,2,Water Stress
C0465,Hevea brasiliensis,Rubber,Rubber,Cash Crop,Kerala,Indian Agro-climate Zone,25,35,70,90,25.47,91.36,78.38,865.56,91.39,25.65,89.2,90.82,0,Normal
C0466,Withania somnifera,Ashwagandha,Ashwagandha,Medicinal Crop,Rajasthan,Indian Agro-climate Zone,20,35,30,60,23.09,66.71,36.03,1057.76,51.03,23.8,65.69,53.48,0,Normal
C0467,Ocimum tenuiflorum,Tulsi,Tulsi,Medicinal Crop,Uttar Pradesh,Indian Agro-climate Zone,20,35,40,70,30.42,56.53,40.7,728.29,231.85,32.21,53.38,235.67,0,Normal
C0468,Aloe barbadensis,Aloe Vera,Gwarpatha,Medicinal Crop,Rajasthan,Indian Agro-climate Zone,20,35,30,60,25.68,31.78,55.04,1144.67,159.47,23.78,30.91,161.84,0,Normal
C0469,Glycine max,Soybean,Soybean,Food Crop,Madhya Pradesh,Indian Agro-climate Zone,20,30,50,80,16.91,47.52,44.49,441.52,238.71,17.76,44.91,231.84,1,Heat Stress
C0470,Arachis hypogaea,Groundnut,Moongfali,Food Crop,Gujarat,Indian Agro-climate Zone,25,35,40,70,39.73,74.55,17.13,803.14,110.32,39.6,79.11,109.12,1,Light Stress
C0471,Brassica juncea,Mustard,Sarson,Cash Crop,Rajasthan,Indian Agro-climate Zone,10,25,35,60,13.94,58.42,56.12,1030.43,134.37,12.22,53.73,129.58,0,Normal
C0472,Cucumis sativus,Cucumber,Kheera,Horticulture Crop,Karnataka,Indian Agro-climate Zone,20,30,60,80,20.1,65.76,60.13,1145.87,84.24,20.74,65.48,75.25,0,Normal
C0473,Capsicum annuum,Chilli,Mirch,Horticulture Crop,Andhra Pradesh,Indian Agro-climate Zone,20,32,50,75,37.73,50.41,10.87,200.81,15.52,36.6,54.32,14.33,2,Drought Stress
C0474,Abelmoschus esculentus,Okra,Bhindi,Horticulture Crop,Gujarat,Indian Agro-climate Zone,22,35,50,75,39.03,94.48,48.2,637.41,80.8,38.81,95.81,74.22,1,Heat Stress
C0475,Oryza sativa,Rice,Dhan,Food Crop,West Bengal,Indian Agro-climate Zone,24,35,60,90,34.18,80.65,78.42,896.29,34.25,33.39,78.01,32.89,0,Normal
C0476,Triticum aestivum,Wheat,Gehu,Food Crop,Punjab,Indian Agro-climate Zone,15,30,40,70,41.63,72.21,9.01,777.06,62.69,40.13,72.54,66.58,2,Drought Stress
C0477,Zea mays,Maize,Makka,Food Crop,Karnataka,Indian Agro-climate Zone,18,32,50,80,13.85,58.95,43.49,746.99,117.27,13.79,54.78,118.63,1,Light Stress
C0478,Pennisetum glaucum,Pearl Millet,Bajra,Food Crop,Rajasthan,Indian Agro-climate Zone,25,35,30,60,44.48,89.95,11.17,1001.33,190.61,46.12,94.73,192.99,2,Drought Stress
C0479,Cicer arietinum,Chickpea,Chana,Food Crop,Madhya Pradesh,Indian Agro-climate Zone,18,30,35,60,37.53,36.03,9.94,448.44,97.95,35.77,39.21,101.63,2,Heat Stress
C0480,Solanum lycopersicum,Tomato,Tamatar,Horticulture Crop,Maharashtra,Indian Agro-climate Zone,20,30,50,80,28.07,34.09,55.97,1095.99,20.35,29.55,30.48,27.68,0,Normal
C0481,Solanum tuberosum,Potato,Aloo,Food Crop,West Bengal,Indian Agro-climate Zone,15,25,60,80,35.75,79.0,35.48,480.44,126.24,36.55,76.82,116.56,2,Water Stress
C0482,Allium cepa,Onion,Pyaz,Horticulture Crop,Maharashtra,Indian Agro-climate Zone,13,25,45,70,26.05,48.18,55.46,340.7,68.62,27.22,44.95,66.02,1,Light Stress
C0483,Mangifera indica,Mango,Aam,Horticulture Crop,Uttar Pradesh,Indian Agro-climate Zone,24,35,40,70,27.71,87.44,22.83,1140.57,91.8,26.01,90.38,93.7,1,Light Stress
C0484,Musa acuminata,Banana,Kela,Horticulture Crop,Kerala,Indian Agro-climate Zone,25,35,70,90,33.61,49.9,78.18,461.88,126.55,32.64,52.3,129.59,0,Normal
C0485,Gossypium hirsutum,Cotton,Kapas,Cash Crop,Maharashtra,Indian Agro-climate Zone,21,35,40,70,46.33,56.56,5.81,698.86,24.54,44.37,53.97,30.36,2,Drought Stress
C0486,Saccharum officinarum,Sugarcane,Ganna,Cash Crop,Uttar Pradesh,Indian Agro-climate Zone,20,35,65,85,41.77,46.1,16.07,1139.93,67.87,43.43,49.36,59.35,2,Water Stress
C0487,Camellia sinensis,Tea,Cha,Cash Crop,Assam,Indian Agro-climate Zone,18,30,70,90,22.28,59.13,68.87,281.07,43.01,21.89,57.42,51.06,1,Moderate Drought
C0488,Coffea arabica,Coffee,Coffee,Cash Crop,Karnataka,Indian Agro-climate Zone,18,28,60,85,19.62,80.19,60.56,410.9,108.88,20.64,76.24,106.67,0,Normal
C0489,Corchorus capsularis,Jute,Pat,Cash Crop,West Bengal,Indian Agro-climate Zone,24,35,60,85,42.24,69.29,17.09,918.34,163.0,42.36,74.2,155.6,2,Water Stress
C0490,Hevea brasiliensis,Rubber,Rubber,Cash Crop,Kerala,Indian Agro-climate Zone,25,35,70,90,26.6,30.94,70.84,363.72,143.04,28.16,30.87,146.36,0,Normal
C0491,Withania somnifera,Ashwagandha,Ashwagandha,Medicinal Crop,Rajasthan,Indian Agro-climate Zone,20,35,30,60,28.54,77.59,44.16,717.31,69.74,29.76,77.66,77.24,0,Normal
C0492,Ocimum tenuiflorum,Tulsi,Tulsi,Medicinal Crop,Uttar Pradesh,Indian Agro-climate Zone,20,35,40,70,44.07,88.68,8.95,1100.19,192.28,44.86,89.43,185.57,2,Water Stress
C0493,Aloe barbadensis,Aloe Vera,Gwarpatha,Medicinal Crop,Rajasthan,Indian Agro-climate Zone,20,35,30,60,31.84,54.83,58.33,870.84,17.57,29.87,55.11,14.09,1,Light Stress
C0494,Glycine max,Soybean,Soybean,Food Crop,Madhya Pradesh,Indian Agro-climate Zone,20,30,50,80,38.48,36.68,15.09,235.69,97.76,37.41,40.17,105.8,2,Drought Stress
C0495,Arachis hypogaea,Groundnut,Moongfali,Food Crop,Gujarat,Indian Agro-climate Zone,25,35,40,70,26.08,76.6,63.5,746.07,57.29,26.9,79.08,50.06,0,Normal
C0496,Brassica juncea,Mustard,Sarson,Cash Crop,Rajasthan,Indian Agro-climate Zone,10,25,35,60,31.95,61.07,16.29,638.62,50.68,31.72,61.51,42.13,2,Drought Stress
C0497,Cucumis sativus,Cucumber,Kheera,Horticulture Crop,Karnataka,Indian Agro-climate Zone,20,30,60,80,39.44,70.94,16.87,536.46,94.77,39.2,73.01,93.19,2,Drought Stress
C0498,Capsicum annuum,Chilli,Mirch,Horticulture Crop,Andhra Pradesh,Indian Agro-climate Zone,20,32,50,75,41.12,52.39,6.36,662.82,185.6,39.48,54.03,185.23,2,Drought Stress
C0499,Abelmoschus esculentus,Okra,Bhindi,Horticulture Crop,Gujarat,Indian Agro-climate Zone,22,35,50,75,38.49,58.9,50.27,387.47,88.94,37.35,60.76,98.84,1,Heat Stress
